Low,Median,High,Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position
24.25,43.85,71.79,ON,"Managers in social, community and correctional services ",40030,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers
35.95,58.97,96.15,ON,Commissioned police officers and related occupations in public protection services ,40040,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers
35.91,62.09,77.85,ON,Fire chiefs and senior firefighting officers ,40041,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers
20.75,44.03,57.98,ON,Commissioned officers of the Canadian Armed Forces ,40042,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers
196.36,206.11,207.19,ON,Judges ,41100,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
33.65,57.95,99.04,ON,Lawyers and Quebec notaries ,41101,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
27.47,60.1,97.44,ON,University professors and lecturers ,41200,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
16.55,29.0,47.0,ON,Post-secondary teaching and research assistants ,41201,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
19.2,43.59,86.54,ON,College and other vocational instructors ,41210,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
30.65,48.08,60.9,ON,Secondary school teachers ,41220,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
25.0,44.1,56.3,ON,Elementary school and kindergarten teachers ,41221,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
24.0,37.0,49.0,ON,Social workers ,41300,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
19.61,28.0,43.75,ON,Therapists in counselling and related specialized therapies ,41301,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
16.55,27.78,42.5,ON,Religious leaders ,41302,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
41.27,52.0,58.44,ON,Police investigators and other investigative occupations ,41310,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
34.0,42.74,47.0,ON,Probation and parole officers ,41311,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
20.0,39.42,51.92,ON,Educational counsellors ,41320,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
20.0,28.85,41.03,ON,Career development practitioners and career counsellors (except education) ,41321,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
28.85,39.19,59.86,ON,"Natural and applied science policy researchers, consultants and program officers ",41400,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
30.77,44.26,65.44,ON,Economists and economic policy researchers and analysts ,41401,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
22.0,42.48,72.12,ON,Business development officers and market researchers and analysts ,41402,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
25.0,41.35,59.49,ON,"Social policy researchers, consultants and program officers ",41403,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
25.96,38.97,57.37,ON,"Health policy researchers, consultants and program officers ",41404,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
23.08,39.95,60.61,ON,"Education policy researchers, consultants and program officers ",41405,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
19.23,30.29,43.41,ON,"Recreation, sports and fitness policy researchers, consultants and program officers ",41406,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
34.62,51.28,70.26,ON,Program officers unique to government ,41407,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
19.55,39.59,60.11,ON,Other professional occupations in social science ,41409,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals
32.0,50.0,60.0,ON,Police officers (except commissioned) ,42100,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors
28.85,48.08,59.83,ON,Firefighters ,42101,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors
